Name,Notes,Lat,Long,x,y
Sveta Marija u. Polju,,44.702379157282046,18.88237688405786,2101976.5797000006,5574788.2381
S. Elisabeth,,50.967063791633144,10.308852332347724,1147576.1922999993,6615469.755400002
Gniezno,,52.54430000018174,17.60199999961191,1959445.6768999994,6899146.606899999
Asti,,44.89999999995322,8.204200000303853,913287.3663999997,5605792.247199997
Pisa,,43.7146000003052,10.383300000415044,1155863.6688,5421381.580799997
Lucca,,43.84330000029008,10.515699999687149,1170602.3693000004,5441224.433899999
Siena,,43.32129999983499,11.330800000175863,1261338.8863000013,5361005.558600001
Viterbo,,42.419800000007285,12.108599999825438,1347923.1862000003,5224072.360299997
Überlingen, ,47.768699999817265,9.159000000219269,1019575.2162000015,6068460.657899998
Schwäbisch Gmund,,48.800099999862034,9.790899999929369,1089918.0023999996,6241010.363600001
Schwäbisch Hall,,49.119199999819045,9.73680000039575,1083895.6180000007,6295111.3961
Benevento,,41.130400000192836,14.783099999586378,1645647.1642999984,5031594.702299997
Cosenza,,39.300300000276415,16.25229999982466,1809197.7602000013,4764778.712300003
Speyer,,49.314999999802126,8.428599999998323,938267.4600999989,6328480.309100002
Marburg,,50.80790000025368,8.77319999975252,976628.1565999985,6587383.5449
Rothenburg,,49.37589999984685,10.188899999608457,1134223.1596999988,6338886.128600001
Muhlhausen, ,51.20679999993816,10.465599999586027,1165025.2628000006,6657956.093999997
Bamberg,,49.89259999974128,10.887099999861213,1211946.428199999,6427696.786399998
Schleswig,,54.5171000000195,9.566700000251446,1064960.172600001,7268703.537299998
Crotone,,39.08009999993128,17.126700000277037,1906535.5229999982,4733151.713500001
Brindisi, ,40.63700000030245,17.93850000004369,1996904.6856000014,4958945.7918
Quimper,,47.99710000014537,-4.100799999595242,-456498.9677999988,6106372.391800001
Vannes,,47.66130000027558,-2.755199999697913,-306707.4609999992,6050691.061899997
Bayonne,,43.49149999969042,-1.464100000265628,-162982.8665000014,5387084.913099997
Talavera de la Reina,,39.959799999884574,-4.831100000257064,-537795.5920000002,4860102.243500002
Toledo,,39.86280000025008,-4.024799999597862,-448038.6865000017,4846024.733900003
Tortosa,,40.811500000295446,0.5214999995625853,58053.11439999938,4984577.589299999
Agen,,44.20490000003299,0.6253999996216888,69619.20949999988,5497205.8772
Cahors,,44.4462000000083,1.4417999997687418,160500.44179999828,5534754.320200004
Narbonne,,43.18439999986122,3.0006999997900237,334036.3960000016,5340081.658399999
Albi,,43.92419999978677,2.147700000209188,239080.87040000036,5453719.442000002
Périgueux, ,45.182499999735846,0.7190000001763946,80038.71389999986,5650298.2793999985
Le Puy-en-Velay, ,45.045199999862255,3.881800000347394,432119.999400001,5628640.110100001
Angoulême, ,45.651200000110066,0.1678999999623589,18690.542500000447,5724628.878899999
Troyes,,48.28770000018571,4.080999999754303,454294.8418999985,6154852.0242
Bourges,,47.08460000003842,2.4040000002961777,267612.05590000004,5955893.8948
Nevers,,46.990500000201884,3.1660000004356426,352437.5078999996,5940523.568499997
Avignon,,43.95300000018471,4.817700000047114,536303.9107999988,5458171.703599997
Valence,,44.93070000029578,4.884100000148861,543695.5249999985,5610618.209399998
Senlis,,49.206399999780565,2.5894999999175323,288261.82140000165,6309955.998599999
Arras,,50.29130000004923,2.771400000139447,308510.83680000156,6496877.542199999
Rennes,,48.11900399970857,-1.676996999983416,-186682.45210000128,6126675.744199999
Seville,,37.373004000030114,-5.970995999562767,-664688.2342000008,4491227.0524
Bordeaux,,44.840997000225556,-0.5990040003311874,-66680.82030000165,5596524.355099998
Montpellier,,43.614000000299185,3.8670030003947233,430472.80490000173,5405900.818000004
Toulouse,,43.599996000322584,1.4380020000026281,160077.65040000156,5403747.876699999
Barcelona,,41.357996999938216,2.159000999621188,240338.89189999923,5065290.410700001
Genoa,,44.41300199968715,8.88299999985043,988851.0366999991,5529579.236699998
Cagliari,,39.224996999862704,9.108998999852336,1014009.1303000003,4753951.8977999985
Bari,,41.10000300003411,16.866701999983025,1877592.6779999994,5027103.292300001
Naples,,40.8333599997551,14.250024000252182,1586305.4155000001,4987793.286399998
Palermo,,38.12100299977923,13.358996999561016,1487116.7435000017,4596533.608999997
Bologna,,44.50300200026917,11.333997000067468,1261694.7747000009,5543615.748599999
Ancona,,43.621001999923514,13.516001999992215,1504594.4602000006,5406977.476599999
Perugia,,43.1129970002672,12.384999000402434,1378691.7822000012,5329186.988600001
Rome,,41.879996999813855,12.519998999889575,1393719.9134000018,5143020.4921
Bremen,,53.0800019998037,8.85799799992961,986067.8267999999,6997809.857000001
Erfurt,,50.97599999995419,11.03599800039898,1228521.6777999997,6617049.498099998
Frankfurt am Main,,50.12999999999108,8.66816099969354,964935.2685999982,6468820.063900001
Amiens,,49.88799899974263,2.3020019995948897,256257.69040000066,6426901.786799997
Rouen,,49.43199599993919,1.0770029996152852,119891.42550000176,6348482.515500002
Paris,,48.8819969997246,2.432996999626653,270839.9871000014,6254862.421400003
Orléans, ,47.9140019999416,1.9060020000811992,212175.17210000008,6092559.737999998
Poitiers,,46.584999000141,0.3400019999218994,37848.84950000048,5874596.4794000015
Limoges,,45.83099699974298,1.2519990004160173,139371.89119999856,5753307.6096
Dijon,,47.31800400013601,5.0360039998842066,560605.4008999988,5994135.773500003
Clermont-Ferrand,,45.78399900028791,3.0909960003229866,344088.10080000013,5745802.216700003
Lyon,,45.746999999937806,4.854995999789983,540455.682500001,5739898.074199997
Bruges,,51.21000000015961,3.220002000059977,358448.9829999991,6658524.694700003
Hamburg,,53.57099699999951,10.027997999676922,1116311.631000001,7089323.315399997
Besançon, ,47.248001999942176,6.018003000427647,669921.0295999981,5982648.678400002
Turin,,45.07487099984795,7.666424999956667,853422.5271999985,5633316.104099996
Milan,,45.47300399994094,9.189999000263278,1023026.0091000013,5696296.213399999
Vienna,,48.20211899970634,16.32097799992616,1816842.9602000006,6140546.3467999995
Munich,,48.140972999934796,11.542950000429249,1284955.316300001,6130339.844899997
Venice,,45.424773000208766,12.370716000285647,1377101.8059,5688643.0352
Graz,,47.06499599992638,15.43100399991944,1717771.5077,5952689.5342999995
Schwerin,,53.63330400004634,11.416697999994742,1270901.0078999996,7101012.087700002
Angers,,47.46900400003878,-0.5319969996087878,-59221.63509999961,6018966.300899997
La Coruna, ,43.30099599984598,-8.37899799983958,-932745.7906999998,5357899.306699999
Santander,,43.42800399985673,-3.819003999843028,-425129.5806000009,5377346.9947
Leon,,42.601002999698984,-5.572995999883679,-620383.0769000016,5251436.2892
Burgos,,42.341002000180715,-3.696001000076974,-411436.9492999986,5212197.550700001
Toro,,41.52499899986629,-5.394003999848356,-600457.7785999998,5090090.041599996
Vitoria,,42.88399899978389,-2.7230020002778916,-303123.1961000003,5294331.946400002
Córdoba,,37.884003999980884,-4.776999999825113,-531773.2074999996,4563052.402900003
Jaen,,37.77099999992719,-3.7909959998262965,-422011.74430000037,4547126.111299999
Murcia,,37.98829599988996,-1.4847820001884702,-165285.1761999987,4577772.562100001
Gerona,,41.976997000199795,2.8139959998714494,313252.60179999843,5157534.3288
Lerida,,41.622000999896294,0.623998999680994,69463.25090000033,5104524.132200003
Palma De Mallorca,,39.571000000245505,2.647000999557245,294662.8033999987,4803795.610399999
Digne,,44.09600200029841,6.2319980001374535,693742.8440000005,5480310.753300004
Nice,,43.719999999743585,7.261003999749179,808291.2679000013,5422213.290399998
Florence,,43.78200099997422,11.207999000076196,1247668.7415000014,5431768.080600001
Reggio di Calabria, ,38.112001000201325,15.646997000144806,1741815.738499999,4595259.9023
Siracusa,,37.07199699984628,15.291002000368968,1702186.556400001,4449146.997500002
Ferrara,,44.841003999835245,11.61000199956082,1292419.5106999986,5596525.454000004
Ravenna,,44.419002999885215,12.20899699967119,1359099.3291000016,5530514.487400003
Salerno,,40.72299999985199,14.926996999885713,1661665.7051,4971569.6831
Taranto,,40.46700399966753,17.243002999938135,1919482.3137000017,4934039.919699997
Lübeck,,53.86900299993824,10.647001999865562,1185218.8410999998,7145385.962700002
Verdun,,49.16100400001704,5.387995999854509,599788.9710999988,6302224.691299997
Sens,,48.19699600010506,3.2840029997881683,365573.5417000018,6139690.747400001
Le Mans,,47.994999999708384,0.19900100011362887,22152.69000000134,6106023.053300001
Osnabrück,,52.27999900018953,8.047000999703886,895788.0537,6850912.067199998
Aachen,,50.766000999772245,6.092003000259662,678158.6719000004,6580005.9221
Dortmund,,51.514000000233146,7.465996999963084,831110.9842999987,6712722.9799000025
Lüneberg,,53.250001000026614,10.408996999921753,1158724.2457000017,7029375.888599999
Braunschweig,,52.27099899993689,10.513999999995718,1170413.1262000017,6849274.655500002
Grenoble,,45.18099700004052,5.715001999797526,636191.1125000007,5650060.908699997
Limburg,,50.38299700015165,8.055002000190449,896678.7210000008,6512870.282399997
Würzburg, ,49.793002000166666,9.94600099955632,1107183.7666999996,6410504.309299998
Worms,,49.59600099993551,8.464996999940817,942319.1556000002,6376602.087399997
Nuremberg, ,49.44599799992266,11.063998999844697,1231638.7347999997,6350879.559799999
Ulm,,48.40000000022108,9.965998999763968,1109409.9338999987,6173660.452
Brescia,,45.54199600001924,10.222004000298197,1137908.2802000009,5707255.091200002
Verona,,45.43700199991477,10.99299800043591,1223734.9397,5690582.884099998
Padova,,45.411001000203576,11.865997999874198,1320916.8550999984,5686458.927900001
Wiener Neustadt,,47.816997999715795,16.237999999989434,1807605.8915,6076463.642300002
Roskilde,,55.63989999978561,12.08379999957097,1345162.4627999999,7487061.380800001
Fribourg,,46.80629999993731,7.162299999922176,797303.5888999999,5910514.415299997
Alessandria, ,44.91259999975769,8.614800000126738,958995.1493000016,5607772.623300001
Vercelli,,45.32359999982508,8.422299999926457,937566.1473000012,5672610.363499999
Como,,45.8076999997631,9.076799999709081,1010424.7540000007,5749586.380199999
Pavia,,45.19009999992167,9.164199999751014,1020154.0775000006,5651498.653300002
Spoleto,,42.739500000192365,12.737999999777957,1417987.673700001,5272404.7727999985
Iglesias,,39.316399999954776,8.531699999991273,949744.4996000007,4767095.0271999985
Agrigento,,37.31139999994539,13.585100000218285,1512286.4144000001,4482601.273199998
Prenzlau,,53.31379999994472,13.86180000019582,1543088.5174999982,7041254.681900002
Brandenburg, ,52.41110000014045,12.549699999925018,1397026.2135999985,6874801.676299997
Bautzen,,51.181199999914256,14.432999999826466,1606674.2105999999,6653408.7102999985
Santarem,,39.23219999971899,-8.685999999727136,-966921.0969999991,4754987.018299997
Castiello de Jaca,,42.631199999802995,-0.5484999999989982,-61058.740699999034,5256004.1428999975
Cuenca,,40.07359999969839,-2.137500000263915,-237945.41160000116,4876643.402099997
Muret,,43.4602000002999,1.3245999999571434,147453.7974999994,5382283.382399999
Carcassonne,,43.215400000095585,2.354399999787241,262090.60909999907,5344815.6052
Mende,,44.521099999877165,3.503799999627461,390041.2318000011,5546440.9507
Béziers, ,43.3479999997844,3.216000000079342,358003.4824000001,5365091.897100002
Vienne,,45.524500000302254,4.871599999564221,542304.0313000008,5704474.707199998
Mâcon, ,46.307999999981924,4.829700000141272,537639.7446999997,5829844.563699998
Toul,,48.67920000011816,5.895700000270357,656306.3218999989,6220602.614500001
Bonifacio,,41.38639999987508,9.1586999997453,1019541.8203000017,5069503.728
Porto,,41.165999999754014,-8.585001000181975,-955677.9398000017,5036857.545299999
Pamplona,,42.81299999984421,-1.6530029996428806,-184011.45219999924,5283551.716300003
Valladolid,,41.65000200018748,-4.721003999883162,-525539.7613000013,5108694.773599997
Namur,,50.46499800022553,4.868000999989684,541903.3924999982,6527198.1669000015
Utrecht,,52.1000009997456,5.111999999683678,569065.2369000018,6818227.153499998
Geneva,,46.20200399979972,6.134003999964936,682834.2017999999,5812779.806599997
Basel,,47.54700000001699,7.576002000100418,843356.6849000007,6031819.952100001
Luxembourg,,49.60799999996919,6.120000000405735,681275.2837000005,6378663.090899996
Strasbourg,,48.58299900021437,7.767999000335443,864729.6931999996,6204398.989100002
Zurich,,47.401002000189976,8.533998000082503,950000.3117999993,6007775.205600001
Alborg,,57.03499799989325,9.932003999669803,1105625.627799999,7767275.327
Trieste,,45.64500300004432,13.777002000018765,1533648.8473000005,5723642.062799998
Badajoz,,38.877999999659565,-6.9630009998827145,-775117.7256999984,4704211.155100003
Salamanca,,40.96699900006093,-5.657002000390498,-629734.5821000002,5007475.241800003
Anagni,,41.741998000312115,13.1509999997993,1463962.623399999,5122410.002800003
Trier,,49.75099899978459,6.640003999593081,739161.8641000018,6403264.406000003
Augsburg,,48.367995999813274,10.889002999942262,1212158.269200001,6168296.077299997
Regensberg,,49.020000999953126,12.097000999589277,1346631.9913999997,6278255.826899998
Arezzo,,43.46289999988724,11.881500000356807,1322642.5298999995,5382697.473899998
Tournai,,50.60489999996796,3.387599999898562,377105.9070000015,6551700.452299997
Urbino,,43.72466999970767,12.636719000200467,1406713.124400001,5422932.625699997
Viborg,,56.44780000001719,9.39050000005179,1045345.6783000007,7648081.376999997
Oristano, ,39.90530000022177,8.586599999591046,955855.9395999983,4852190.261399999
Fulda,,50.54760000010573,9.676199999875388,1077149.6568000019,6541656.203599997
Herford,,52.117500000027356,8.663399999654645,964405.2765000015,6821398.908399999
Zamora,,41.50609999982044,-5.750499999939646,-640142.7318000011,5087280.352899998
Palencia,,42.00949999986624,-4.533299999881887,-504644.64759999886,5162402.604199998
Saintes,,45.74740000018801,-0.6365000000905695,-70854.85590000078,5739961.883599997
Dax,,43.70699999976975,-1.052799999935681,-117197.15989999846,5420211.153300002
Tarbes,,43.23399999983253,0.07319999976582936,8148.586699999869,5347657.128399998
Aurillac,,44.92950000021613,2.442999999928418,271953.5159999989,5610429.5239999965
Rodez,,44.35130000017729,2.5739000004239347,286525.23739999905,5519968.593900003
Sées, ,48.605700000192165,0.17099999976958066,19035.63289999962,6208219.8508
Chartres,,48.449400000154945,1.4829000000238353,165075.67289999872,6181947.299699999
Évreux, ,49.01980000012486,1.1542999997962935,128496.08819999918,6278221.707800001
Wissembourg,,49.033699999787096,7.946700000117617,884622.5975000001,6280581.514600001
Die,,44.754800000087776,5.369600000327336,597741.1378000006,5583002.011399999
Embrun,,44.56279999999123,6.491500000138926,722630.4745000005,5552953.903700002
Liège, ,50.623001999930274,5.569002000298927,619938.4668999985,6554876.135499999
Gent,,51.04800000005391,3.7359990001421077,415889.5062999986,6629788.762999997
Odense,,55.39899599999636,10.392003000160143,1156832.4822999984,7439691.375100002
Astorga,,42.461998000242716,-6.047998000191016,-673260.0577000007,5230437.708300002
Vich, ,41.93500299976266,2.2500019997857925,250469.07690000162,5151248.1756
Uzès, ,44.020996000066134,4.4120000001803685,491141.5934000015,5468691.937799998
Nîmes, ,43.84599999976519,4.357000999948044,485019.13269999996,5441641.175399996
Tivoli,,41.961004000241566,12.789002000052491,1423665.1904000007,5155139.821099997
Châlons-sur-Marne,,48.963004000022046,4.364003000176809,485798.5918000005,6268586.2766999975
Hildesheim,,52.155996999760085,9.954002000042882,1108074.4340000004,6828381.009400003
Paderborn,,51.71299899985709,8.752997000403779,974379.1689999998,6748397.423900001
Albenga,,44.04599800028458,8.211998000400829,914155.435800001,5472563.241300002
Alghero,,40.56199899988847,8.314003999701407,925510.6917000003,4947949.7064
Parma,,44.80600300019481,10.324001000276255,1149262.5342999995,5591032.158399999
Sassari,,40.72900300004013,8.561000000168756,953006.1607000008,4972451.468699999
Trapani,,38.02200100021987,12.522998000312768,1394053.7606000006,4582534.282700002
Pescina,,42.02600200011406,13.64799799993158,1519288.1876999997,5164875.2136999965
Forli,,44.2220020001557,12.04499900013034,1340843.1552999988,5499862.025300004
Città di Castello,,43.461996999763535,12.23900300020348,1362439.5817999989,5382558.981200002
Gubbio,,43.35100000000749,12.57300200015441,1399620.180399999,5365551.148599997
Todi,,42.78499900020862,12.40200200038483,1380584.5474999994,5279303.549699999
Orvieto,,42.72700300029349,12.107998999950897,1347856.2831999995,5270510.803999998
Fermo,,43.16399800014605,13.707001999619282,1525856.482900001,5336967.422200002
Ascoli Piceno,,42.857998000265034,13.577995999882258,1511495.6006999984,5290382.6109
Teramo,,42.660997000215744,13.698001999773256,1524854.6075000018,5260513.662100002
Penne,,42.46000000012595,13.91799799980416,1549344.450199999,5230136.223700002
Rieti,,42.40400200011482,12.855998000005902,1431123.1510000005,5221690.416699998
L'Aquila, ,42.351000999691216,13.395997999751058,1491235.675999999,5213703.568599999
Chieti,,42.34800400012865,14.159998999880857,1576283.8783,5213252.1448
Lucera,,41.50899700031571,15.33199700014376,1706750.0989000015,5087710.992799997
Matera,,40.66399600009511,16.6079990002228,1848793.991799999,4962906.766000003
Castrovillari,,39.80599899999371,16.205995999839846,1804043.2225000001,4837790.501999997
Solothurn,,47.30834500020434,7.695253999955964,856631.7567999996,5992549.859399997
Luzern,,47.06357199981841,8.124760999667195,904444.2573000006,5952456.821099997
Bern,,46.8693519998517,7.595237000051831,845497.9153000005,5920775.0053
Monza,,45.58599700022301,9.268004000448968,1031709.4860000014,5714251.3549000025
Schaffhausen,,47.735484999952554,8.58613699980878,955804.3986999989,6062961.240500003
Konstanz,,47.652000999728564,9.174998000096085,1021356.1053999998,6049154.240099996
Bolzano,,46.45999600006595,11.32699700038684,1260915.5383000001,5854372.831699997
Bonn,,50.7349959998358,7.100003000083421,790368.7186000012,6574550.779600002
Salzwedel,,52.854999999952895,11.153999000101665,1241657.489,6956221.753600001
Hannover,,52.46199700013837,9.6850010004281,1078129.3797000013,6884095.410700001
Höxter, ,51.77899600017664,9.378002000015252,1043954.4072999991,6760263.318000004
Göttingen, ,51.53599600002824,9.929000000122063,1105291.2241000012,6716658.513999999
Nordhausen,,51.49799800019214,10.79399899997212,1201582.4723000005,6709861.0889
Fritzlar,,51.11500300003681,9.288001999758285,1033935.6530999988,6641661.688699998
Arnstadt,,50.84199700017961,10.954001000278378,1219393.8134999983,6593392.2676
Koblenz,,50.37299800016331,7.585003999596284,844358.7829000019,6511124.870800003
Offenburg,,48.45100299978567,7.9249970001956624,882206.6306000017,6182216.337800004
Freiburg in Breisgau,,47.991004000048065,7.844996000042516,873300.9600000009,6105358.351499997
Meiningen,,50.57199699975114,10.412003000017629,1159058.8720999993,6545931.316200003
Wetzlar,,50.552997999859556,8.508997999811488,947217.3244999982,6542601.9103000015
Coburg,,50.26399899980477,10.961002999608846,1220173.272500001,6492121.969999999
Heidelberg,,49.41099699990819,8.688998000325428,967254.8328999989,6344888.916000001
Heilbronn,,49.14199600022462,9.218998999966793,1026254.2743000016,6298989.579599999
Pforzheim,,48.892003000269725,8.701004000267366,968591.3346999995,6256556.3904
Esslingen am Neckar, ,48.73800399981866,9.329995999790874,1038610.4037999995,6230522.515600003
Tübingen, ,48.52099600028386,9.055999999785444,1008109.308600001,6193971.846500002
Reutlingen,,48.48399699974665,9.208000999605172,1025029.9825000018,6187755.745700002
Nördlingen, ,48.852997000114875,10.488998000074865,1167629.9162999988,6249954.770999998
Lindau,,47.57599599988723,9.689995999920422,1078685.420499999,6036603.335900001
Hof,,50.28999999991488,11.855998999770375,1319803.7714999989,6496651.032799996
Ingolstadt,,48.77400399977319,11.43299899982027,1272715.6268999986,6236601.239
Landshut,,48.54300100004479,12.150002000204307,1352532.0357999988,6197670.999700002
Wels,,48.15799900016754,14.016997999907154,1560365.0797999986,6133180.605800003
Linz,,48.234004000014544,14.188996999934531,1579511.9208999984,6145873.430399999
Wolfsberg,,46.84900300000819,14.852000000344072,1653317.077300001,5917462.251900002
Rostock,,54.09500200010751,12.087002000383784,1345518.9079000019,7188169.105899997
Greifswald,,54.089998000020366,13.391003000258738,1490679.6352000013,7187219.296400003
Wismar,,53.89399599999409,11.460997999616183,1275832.4613000005,7150105.911899999
Neubrandenburg,,53.558998000061216,13.27799899969821,1478100.0874000005,7087074.2853000015
Parchim,,53.424996999995976,11.84400200004929,1318468.2716000006,7062001.063000001
Kyritz,,52.90899999997917,12.429001999922946,1383590.173700001,6966183.0901999995
Stendal,,52.604997999802634,11.851004000278055,1319247.7307000011,6910264.870099999
Berlin,,52.524799000161096,13.392820999950931,1490882.0139999986,6895577.804700002
Zerbst,,51.99299800000976,12.114001999921866,1348524.5340999998,6798859.501999997
Wittenberg,,51.873000999996066,12.623996000033028,1405296.806499999,6777194.899899997
Aschersleben,,51.75699999984029,11.476001000331477,1277502.5876999982,6756306.6329
Halle Saale,,51.479997999807175,11.969003000330902,1332383.3192999996,6706643.064400002
Leipzig,,51.34900300008734,12.397997000031156,1380138.7129000016,6683262.054899998
Zeitz,,51.05200299984351,12.13599799974681,1350973.1176000014,6630497.611500002
Altenburg,GHW G3,51.00199899992643,12.442997000159624,1385148.0899999999,6621647.330300003
Zwickau,,50.70300100001021,12.47699899992647,1388933.1752999984,6568925.237199999
Torgau,,51.558000999952725,12.995002999846717,1446597.116799999,6720597.561899997
Dresden,,51.13899699995187,13.769003000080339,1532758.4026999995,6645917.609499998
Freiberg,,50.916004000062,13.343996000292123,1485446.8398999982,6606449.230499998
Frankfurt an der Oder, ,52.34200000024909,14.53799899970246,1618362.6457999982,6862201.242799997
Cottbus,,51.76300300025797,14.33600300026194,1595876.5540000014,6757386.273500003
Zittau,,50.89900299999005,14.812003999928741,1648864.742899999,6603447.929799996
Dordrecht,,51.79399899999015,4.679003000177888,520864.2314000018,6762963.194600001
Mechelen,,51.027001000079196,4.477996999875983,498488.3458000012,6626071.277500004
Leuven,,50.87799700007728,4.703995999877856,523646.43939999864,6599741.112599999
Brussels,,50.837002000102814,4.367999000309664,486243.42449999973,6592511.752400003
